Fixed_Acidity,Volatile_Acidity,Citric_Acid,Chlorides,Free_Sulfur_Dioxide,Total_Sulfur_Dioxide,pH,Sulphates,Alcohol,Sugar_Density_Pca
0.3076923076923078,0.20588235294117646,0.29518072289156627,0.11275964391691395,0.12195121951219512,0.29466357308584684,0.20909090909090944,0.20930232558139533,0.22580645161290325,0.09121722652712966
0.22115384615384626,0.21568627450980388,0.28313253012048195,0.11869436201780417,0.1672473867595819,0.4129930394431554,0.42727272727272725,0.26744186046511625,0.24193548387096775,0.06321073471758348
0.3653846153846154,0.10784313725490197,0.2530120481927711,0.10385756676557864,0.013937282229965159,0.24361948955916474,0.290909090909091,0.6046511627906976,0.774193548387097,0.04950244806833798
0.16346153846153855,0.0784313725490196,0.18674698795180725,0.050445103857566766,0.10104529616724739,0.13689095127610207,0.5545454545454547,0.25581395348837205,0.588709677419355,0.029836919698648573
0.3173076923076924,0.0980392156862745,0.2349397590361446,0.12462908011869436,0.16027874564459932,0.3410672853828306,0.5727272727272732,0.6511627906976745,0.17741935483870974,0.22454410355131282
0.17307692307692313,0.25490196078431376,0.18072289156626506,0.08605341246290801,0.07317073170731707,0.18561484918793503,0.4818181818181819,0.31395348837209297,0.5,0.09908790522060482
0.3750000000000001,0.1764705882352941,0.18674698795180725,0.10089020771513352,0.156794425087108,0.3387470997679814,0.6363636363636367,0.3255813953488372,0.33870967741935476,0.07360318200405955
0.27884615384615397,0.08823529411764708,0.16265060240963858,0.06824925816023741,0.1289198606271777,0.3248259860788863,0.6181818181818182,0.3488372093023256,0.403225806451613,0.0614422870574397
0.21153846153846168,0.1372549019607843,0.16867469879518077,0.0741839762611276,0.156794425087108,0.18793503480278423,0.45454545454545503,0.18604651162790697,0.741935483870968,0.01613426761567338
0.29807692307692324,0.12745098039215685,0.48795180722891573,0.37982195845697336,0.17421602787456447,0.2645011600928074,0.28181818181818175,0.19767441860465118,0.19354838709677402,0.06675608188727283
0.1923076923076924,0.25490196078431376,0.12650602409638556,0.09495548961424335,0.16027874564459932,0.31786542923433875,0.40000000000000036,0.31395348837209297,0.2903225806451615,0.12041135327167955
0.3750000000000001,0.40196078431372545,0.6024096385542169,0.06231454005934719,0.09059233449477352,0.29234338747099764,0.4727272727272731,0.20930232558139533,0.6451612903225807,0.2342374122210007
0.23076923076923084,0.0980392156862745,0.18072289156626506,0.06528189910979229,0.07317073170731707,0.14849187935034802,0.46363636363636385,0.3488372093023256,0.5322580645161292,0.03426367341527527
0.24038461538461542,0.392156862745098,0.2891566265060241,0.07715133531157273,0.11498257839721254,0.20185614849187933,0.7000000000000006,0.6046511627906976,0.6774193548387097,0.049383468240176524
0.27884615384615397,0.08823529411764708,0.22289156626506026,0.08902077151335314,0.11149825783972125,0.2691415313225058,0.49090909090909074,0.441860465116279,0.4516129032258067,0.061646439316150596
